timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1712293478776,7779,worldline,200,OK,Thread Group 1-95,text,true,,225994,230,73,73,https://worldline.com/,12,0,6
1712293478776,12,worldline-0,301,Moved Permanently,Thread Group 1-95,,true,,309,115,73,73,http://worldline.com/,12,0,6
1712293478789,7766,worldline-1,200,OK,Thread Group 1-95,text,true,,225685,115,73,73,https://worldline.com/,2582,0,305
1712293481611,4996,online payments worldline,200,OK,Thread Group 1-99,text,true,,183276,364,72,72,https://worldline.com/en-in/home/main-navigation/solutions/merchants/online-payments.html,167,0,83
1712293481611,167,online payments worldline-0,301,Moved Permanently,Thread Group 1-99,,true,,376,182,72,72,http://worldline.com/en-in/home/main-navigation/solutions/merchants/online-payments.html,167,0,83
1712293481779,4828,online payments worldline-1,200,OK,Thread Group 1-99,text,true,,182900,182,72,72,https://worldline.com/en-in/home/main-navigation/solutions/merchants/online-payments.html,626,0,0
1712293478584,8036,worldline,200,OK,Thread Group 1-75,text,true,,225695,230,71,71,https://worldline.com/,16,0,8
1712293478584,16,worldline-0,301,Moved Permanently,Thread Group 1-75,,true,,309,115,71,71,http://worldline.com/,16,0,8
1712293478601,8019,worldline-1,200,OK,Thread Group 1-75,text,true,,225386,115,71,71,https://worldline.com/,1447,0,494
1712293478527,8359,worldline,200,OK,Thread Group 1-70,text,true,,225471,230,71,71,https://worldline.com/,33,0,7
1712293478527,33,worldline-0,301,Moved Permanently,Thread Group 1-70,,true,,309,115,71,71,http://worldline.com/,33,0,7
1712293478561,8325,worldline-1,200,OK,Thread Group 1-70,text,true,,225162,115,71,71,https://worldline.com/,1379,0,530
1712293482558,4341,online payments worldline,200,OK,Thread Group 1-51,text,true,,183314,364,71,71,https://worldline.com/en-in/home/main-navigation/solutions/merchants/online-payments.html,177,0,88
1712293482558,177,online payments worldline-0,301,Moved Permanently,Thread Group 1-51,,true,,376,182,71,71,http://worldline.com/en-in/home/main-navigation/solutions/merchants/online-payments.html,177,0,88
